Year,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2021,73425,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.1,,,36.7,47.6,84,POINT (-97.55502579 34.45347155),73425,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73430,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15,,,12.8,17.4,1176,POINT (-97.36684065 33.90515202),73430,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73430,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40,,,32,48.5,1176,POINT (-97.36684065 33.90515202),73430,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73432,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14,,,12.2,15.9,974,POINT (-96.4615615 34.23735907),73432,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73432,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.7,,,34.4,49.4,974,POINT (-96.4615615 34.23735907),73432,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73433,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.2,,,11.2,15.3,2761,POINT (-97.40676712 34.6240996),73433,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73433,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.9,,,35.2,50.5,2761,POINT (-97.40676712 34.6240996),73433,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73434,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.8,,,11.4,14.4,699,POINT (-97.589307 34.63769559),73434,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73434,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.5,,,37.7,49.1,699,POINT (-97.589307 34.63769559),73434,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73437,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.4,,,10.4,14.4,107,POINT (-97.41556428 34.3619055),73437,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73437,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.1,,,33.1,47.3,107,POINT (-97.41556428 34.3619055),73437,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73438,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.2,,,11.3,15.3,3708,POINT (-97.49944791 34.28644024),73438,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73438,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42,,,35.1,48.9,3708,POINT (-97.49944791 34.28644024),73438,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73439,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,16,,,13.7,18.3,7400,POINT (-96.75690959 33.9455144),73439,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73439,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.9,,,32,47.7,7400,POINT (-96.75690959 33.9455144),73439,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73440,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.7,,,12.5,16.9,398,POINT (-96.89989219 33.98067821),73440,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73440,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.3,,,31.5,47.4,398,POINT (-96.89989219 33.98067821),73440,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73441,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.9,,,11.8,16.1,165,POINT (-97.43057435 33.9044732),73441,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73441,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.3,,,33.3,49.9,165,POINT (-97.43057435 33.9044732),73441,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73442,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.2,,,12.4,16.3,428,POINT (-97.67179844 34.32649803),73442,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73442,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43,,,36.5,49.8,428,POINT (-97.67179844 34.32649803),73442,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73443,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.1,,,8.6,11.7,3585,POINT (-97.27953675 34.15537098),73443,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73443,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.7,,,32.8,46.6,3585,POINT (-97.27953675 34.15537098),73443,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73444,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,16.6,,,14.7,18.5,156,POINT (-97.33765 34.44154358),73444,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73444,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.1,,,37.2,48.8,156,POINT (-97.33765 34.44154358),73444,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73446,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.3,,,12.2,16.5,8042,POINT (-96.77799624 34.08956265),73446,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73446,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.7,,,32.7,48.5,8042,POINT (-96.77799624 34.08956265),73446,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73447,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.1,,,11.2,15.2,1205,POINT (-96.85816034 34.2460953),73447,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73447,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42,,,33.7,50.8,1205,POINT (-96.85816034 34.2460953),73447,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73448,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.3,,,12.3,16.4,5784,POINT (-97.12177 33.92174634),73448,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73448,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.6,,,34.6,51.2,5784,POINT (-97.12177 33.92174634),73448,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73449,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.5,,,11.7,15.8,2987,POINT (-96.53772505 34.00003161),73449,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73449,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.2,,,34.8,49.1,2987,POINT (-96.53772505 34.00003161),73449,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73450,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.1,,,12.9,17.4,1248,POINT (-96.55412675 34.24073302),73450,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73450,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.9,,,33.6,50.7,1248,POINT (-96.55412675 34.24073302),73450,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73453,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.1,,,11.2,15.2,661,POINT (-97.329473 34.02300443),73453,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73453,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.5,,,33.3,50.3,661,POINT (-97.329473 34.02300443),73453,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73455,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.4,,,10.6,14.4,673,POINT (-96.7624829 34.23161773),73455,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73455,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.5,,,33.3,50,673,POINT (-96.7624829 34.23161773),73455,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73456,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.7,,,12.9,16.7,2082,POINT (-97.63459802 34.13070861),73456,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73456,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.5,,,34,49.4,2082,POINT (-97.63459802 34.13070861),73456,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73458,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.2,,,10.5,14.2,952,POINT (-97.25328391 34.3520425),73458,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73458,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.8,,,34,47.9,952,POINT (-97.25328391 34.3520425),73458,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73459,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13,,,11.1,15.1,1132,POINT (-97.13313304 33.77435141),73459,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73459,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.1,,,33.1,49.7,1132,POINT (-97.13313304 33.77435141),73459,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73460,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.7,,,11.8,15.7,4747,POINT (-96.66142413 34.28709482),73460,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73460,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41,,,32.5,49.7,4747,POINT (-96.66142413 34.28709482),73460,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73461,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.6,,,12.7,16.5,795,POINT (-96.44359859 34.35956853),73461,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73461,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.6,,,34.1,49.5,795,POINT (-96.44359859 34.35956853),73461,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73463,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.4,,,10.7,14.2,3501,POINT (-97.43373949 34.1123358),73463,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73463,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.6,,,34.3,47.5,3501,POINT (-97.43373949 34.1123358),73463,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73481,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.9,,,12.2,15.6,978,POINT (-97.52239448 34.43667971),73481,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73481,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.8,,,36,47.9,978,POINT (-97.52239448 34.43667971),73481,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73487,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,18.6,,,16.1,21.4,232,POINT (-97.44572006 34.47877736),73487,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73487,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,48.6,,,41.3,56.1,232,POINT (-97.44572006 34.47877736),73487,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73491,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.2,,,10.4,14.1,721,POINT (-97.647446 34.46175076),73491,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73491,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41,,,33.8,48.2,721,POINT (-97.647446 34.46175076),73491,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73501,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14,,,12.3,15.8,20935,POINT (-98.28814301 34.56070335),73501,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73501,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,48.2,,,42.3,54.2,20935,POINT (-98.28814301 34.56070335),73501,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73503,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,3.4,,,2.8,3.9,10996,POINT (-98.49713888 34.67861697),73503,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73503,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.5,,,32.5,44.5,10996,POINT (-98.49713888 34.67861697),73503,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73505,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.8,,,10.2,13.4,49809,POINT (-98.47855778 34.57886686),73505,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73505,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,44.6,,,38.7,50.6,49809,POINT (-98.47855778 34.57886686),73505,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73507,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.1,,,10.5,13.8,22847,POINT (-98.62434397 34.79113692),73507,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73507,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,44.9,,,39,51,22847,POINT (-98.62434397 34.79113692),73507,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73520,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15,,,12.8,17.4,149,POINT (-97.98124241 34.25287483),73520,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73520,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.9,,,33.6,50.7,149,POINT (-97.98124241 34.25287483),73520,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73521,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12,,,10.4,13.6,21636,POINT (-99.31606153 34.64080854),73521,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73521,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39,,,31.9,46.3,21636,POINT (-99.31606153 34.64080854),73521,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73526,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.9,,,10.2,13.8,2133,POINT (-99.26922718 34.79410607),73526,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73526,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.7,,,31.6,45.9,2133,POINT (-99.26922718 34.79410607),73526,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73527,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.2,,,9.7,12.9,5184,POINT (-98.62195837 34.57105649),73527,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73527,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.6,,,37.6,49.7,5184,POINT (-98.62195837 34.57105649),73527,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73528,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.2,,,10,12.6,680,POINT (-98.63493409 34.4043183),73528,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73528,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.8,,,35.9,45.9,680,POINT (-98.63493409 34.4043183),73528,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73529,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.3,,,11.5,15.2,5344,POINT (-97.94625162 34.35645149),73529,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73529,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.3,,,34.1,48.7,5344,POINT (-97.94625162 34.35645149),73529,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73530,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15,,,12.8,17.2,442,POINT (-99.02049224 34.24724412),73530,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73530,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.4,,,33.2,49.5,442,POINT (-99.02049224 34.24724412),73530,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73531,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.4,,,11.5,15.6,401,POINT (-98.53360171 34.19653656),73531,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73531,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.1,,,33.2,50.4,401,POINT (-98.53360171 34.19653656),73531,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73532,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.2,,,10.5,14.1,600,POINT (-99.58944952 34.64263042),73532,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73532,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.3,,,32.3,46.7,600,POINT (-99.58944952 34.64263042),73532,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73533,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.1,,,11.3,15,28434,POINT (-97.85431394 34.49773555),73533,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73533,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.7,,,33.9,48,28434,POINT (-97.85431394 34.49773555),73533,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73537,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.3,,,13.3,17.5,643,POINT (-99.66082996 34.47924946),73537,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73537,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.5,,,32.6,46.7,643,POINT (-99.66082996 34.47924946),73537,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73538,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.7,,,9.2,12.3,4675,POINT (-98.3045575 34.7896731),73538,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73538,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.8,,,36.9,49,4675,POINT (-98.3045575 34.7896731),73538,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73539,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.1,,,10.4,14.1,218,POINT (-99.28749 34.46774418),73539,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73539,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.7,,,29.8,44.2,218,POINT (-99.28749 34.46774418),73539,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73540,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.1,,,9.5,12.8,439,POINT (-98.56044919 34.4700733),73540,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73540,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42,,,36.3,48,439,POINT (-98.56044919 34.4700733),73540,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73541,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.5,,,9.9,13.3,3106,POINT (-98.17913173 34.78956255),73541,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73541,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.2,,,37.2,49.4,3106,POINT (-98.17913173 34.78956255),73541,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73542,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.8,,,13.6,18,4659,POINT (-98.94178033 34.40370185),73542,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73542,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.1,,,34.7,50.9,4659,POINT (-98.94178033 34.40370185),73542,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73543,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.4,,,9,11.9,1859,POINT (-98.374512 34.47810869),73543,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73543,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.8,,,35.9,47.6,1859,POINT (-98.374512 34.47810869),73543,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73544,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13,,,11.5,14.6,268,POINT (-99.730121 34.6739438),73544,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73544,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42,,,36.2,48.2,268,POINT (-99.730121 34.6739438),73544,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73546,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.2,,,12.2,16.3,1232,POINT (-98.72441033 34.22028906),73546,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73546,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.7,,,32.5,48.8,1232,POINT (-98.72441033 34.22028906),73546,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73547,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.6,,,9,12.3,2319,POINT (-99.40793799 34.98707245),73547,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73547,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.2,,,31.7,48.7,2319,POINT (-99.40793799 34.98707245),73547,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73548,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,16.9,,,15,18.8,519,POINT (-98.109508 34.24313163),73548,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73548,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.5,,,37,47.9,519,POINT (-98.109508 34.24313163),73548,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73549,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.4,,,10.5,14.4,296,POINT (-99.15532632 34.6509173),73549,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73549,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38,,,30.7,45.7,296,POINT (-99.15532632 34.6509173),73549,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73550,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.3,,,12.8,16,2512,POINT (-99.90222802 34.69156054),73550,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73550,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.3,,,35.6,47.3,2512,POINT (-99.90222802 34.69156054),73550,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73551,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.8,,,11.7,16,65,POINT (-98.879814 34.34844061),73551,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73551,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,41.9,,,33.5,50,65,POINT (-98.879814 34.34844061),73551,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73552,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12,,,10.4,13.8,1612,POINT (-98.7734335 34.62963887),73552,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73552,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.9,,,36.8,49.1,1612,POINT (-98.7734335 34.62963887),73552,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73554,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.1,,,13,17.4,3614,POINT (-99.5997895 34.84897268),73554,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73554,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.3,,,32.1,48.5,3614,POINT (-99.5997895 34.84897268),73554,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73555,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13,,,11.1,15,214,POINT (-98.93971425 34.47869097),73555,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73555,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.7,,,32.3,48.4,214,POINT (-98.93971425 34.47869097),73555,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73556,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.8,,,11.9,16,166,POINT (-99.38405069 34.73008496),73556,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73556,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.7,,,33.4,48.4,166,POINT (-99.38405069 34.73008496),73556,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73557,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11,,,9.4,12.9,427,POINT (-98.48939794 34.72968947),73557,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73557,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42,,,36,48,427,POINT (-98.48939794 34.72968947),73557,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,73559,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.5,,,12.3,17,540,POINT (-98.96376453 34.72771123),73559,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,73559,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.5,,,31.5,48.1,540,POINT (-98.96376453 34.72771123),73559,HLTHOUT,OBESITY,CrdPrv,Obesity
